10AXA25U00（LENOVO）,N
10GAA02NJP（LENOVO）,N
20A7A01CJP（LENOVO）,N
20AMA4DFJP（LENOVO）,N
20BS0040JP（LENOVO）,N
20BTA03PJP（LENOVO）,N
20BTA0YJJP（LENOVO）,N
20CLA21PJP（LENOVO）,N
20CM006NJP（LENOVO）,N
20FAA1AMJP（LENOVO）,N
20FB007AJP（LENOVO）,N
20HMA090JP（LENOVO）,N
20HR0005JP（LENOVO）,N
20K3A001JP（LENOVO）,N
20K5S3S500（LENOVO）,N
20KESBF400（LENOVO）,N
20KGS3X300（LENOVO）,N
20N2CTO1WW（LENOVO）,N
20RDCTO1WW（LENOVO）,N
3358BAJ（LENOVO）,N
8456____（HP）,D
All Series（ASUS）,D
C7H61（Supermicro）,D
CF-31JEGAKDJ（Panasonic Corporation）,N
CF-31WELAJCJ（Panasonic Corporation）,N
CF-33-1（Panasonic Corporation）,N
CF-J10EYCDS（Panasonic Corporation）,N
CFLV7-1（Panasonic Corporation）,N
CFLV8-1（Panasonic Corporation）,N
CF-LX3JDMCS（Panasonic Corporation）,N
CFLX5-2（Panasonic Corporation）,N
CFLX5-2L（Panasonic Corporation）,N
CFLX5-3（Panasonic Corporation）,N
CFLX6-2（Panasonic Corporation）,N
CFMX4-1（Panasonic Corporation）,N
CFMX4-1L（Panasonic Corporation）,N
CFMX5-2（Panasonic Corporation）,N
CFMX5-3（Panasonic Corporation）,N
CF-NX2LVRCS（Panasonic Corporation）,N
CFRZ4-1（Panasonic Corporation）,N
CFRZ4-2（Panasonic Corporation）,N
CFRZ5-2（Panasonic Corporation）,N
CFRZ5-3（Panasonic Corporation）,N
CFRZ6-1L（Panasonic Corporation）,N
CFRZ6-2（Panasonic Corporation）,N
CF-S10EWHDS（Panasonic Corporation）,N
CFSV7-1（Panasonic Corporation）,N
CFSV8-2（Panasonic Corporation）,N
CF-SX1GDHYS（Panasonic Corporation）,N
CF-SX2JETDR（Panasonic Corporation）,N
CF-SX3EDRCS（Panasonic Corporation）,N
CF-SX3GDRCS（Panasonic Corporation）,N
CF-SX3TEYWR（Panasonic Corporation）,N
CFSX4-1（Panasonic Corporation）,N
CFSX4-1L（Panasonic Corporation）,N
CFSZ5-2（Panasonic Corporation）,N
CFSZ5-3（Panasonic Corporation）,N
CFSZ6-2（Panasonic Corporation）,N
CFXZ6-1（Panasonic Corporation）,N
CLPC-32WE1（USI）,D
DX79SI__（INTEL_）,D
dynabook B55/DN（TOSHIBA）,N
dynabook B55/J（TOSHIBA）,N
dynabook B55/M（TOSHIBA）,N
dynabook B65/DN（TOSHIBA）,N
dynabook G83/DN（TOSHIBA）,N
dynabook G83/FP（Dynabook Inc.）,N
dynabook G83/M（TOSHIBA）,N
dynabook GZ83/NL（TOSHIBA）,N
dynabook R63/DN（TOSHIBA）,N
dynabook R63/J（TOSHIBA）,N
dynabook R63/M（TOSHIBA）,N
dynabook R63/P（TOSHIBA）,N
dynabook R73/B（TOSHIBA）,N
dynabook R73/BN（TOSHIBA）,N
dynabook R73/J（TOSHIBA）,N
dynabook R73/M（TOSHIBA）,N
dynabook R73/U（TOSHIBA）,N
dynabook VC72/J（TOSHIBA）,N
dynaDesk DT100/N（Dynabook Inc.）,D
Endeavor AT970（EPSON DIRECT CORP.）,D
Endeavor AT980E（EPSON DIRECT CORP.）,D
Endeavor AT991E（EPSON DIRECT CORP.）,D
Endeavor AT993E（EPSON DIRECT CORP.）,D
Endeavor AT994E（EPSON DIRECT CORP.）,D
Endeavor MR4400E（EPSON DIRECT CORP.）,D
Endeavor MR4700E（EPSON DIRECT CORP.）,D
Endeavor MR4800E（EPSON DIRECT CORP.）,D
Endeavor MR7200E-L（EPSON DIRECT CORP.）,D
Endeavor MR7300E-L（EPSON DIRECT CORP.）,D
Endeavor NA512E（EPSON DIRECT CORP.）,N
Endeavor NA513E（EPSON DIRECT CORP.）,N
Endeavor NJ2100（EPSON DIRECT CORP.）,N
Express5800/52Xa [N8000-8201]（NEC）,D
Express5800/53Xg [N8000-638]（NEC）,D
Express5800/53Xi [N8000-6306]（NEC）,D
Express5800/53Xi [N8000-6309]（NEC）,D
Express5800/53Xj [N8000-6311]（NEC）,D
Express5800/56Xf [N8000-676]（NEC）,D
Express5800/56Xg [N8000-6609]（NEC）,D
Express5800/56Xg-E [N8000-6604]（NEC）,D
Express5800/56Xg-E [N8000-6607]（NEC）,D
FMVA10004（FUJITSU）,N
FMVA10005（FUJITSU）,N
FMVA16001（FUJITSU）,N
FMVA16003（FUJITSU）,N
FMVA20001（FUJITSU）,N
FMVA26001（FUJITSU）,N
FMVA2905DP（FUJITSU）,N
FMVA54GB（FUJITSU）,N
FMVD04001（FUJITSU）,D
FMVD0502NP（FUJITSU）,D
FMVD0702SP（FUJITSU）,D
FMVD12007（FUJITSU）,D
FMVD12010（FUJITSU）,D
FMVD12023P（FUJITSU）,D
FMVD14008（FUJITSU）,D
FMVD1504H（FUJITSU）,D
FMVD18001（FUJITSU）,D
FMVD21001（FUJITSU）,D
FMVD21015（FUJITSU）,D
FMVD2600V（FUJITSU）,D
FMVD33001（FUJITSU）,D
FMVDE2A0L1（FUJITSU）,D
FMVDH3A0E1（FUJITSU）,D
FMVDK3F0A1（FUJITSU）,D
FMVDK3F0E1（FUJITSU）,D
FMVNA7H7（FUJITSU）,N
FMVNP7HE（FUJITSU）,N
FMVNP8A6（FUJITSU）,N
FMVNP8AE（FUJITSU）,N
FMVNS3BE（FUJITSU）,N
FMVP01001（FUJITSU）,N
FMVP02001（FUJITSU）,N
FMVP03002（FUJITSU）,N
FMVS03002（FUJITSU）,N
FMVS03004（FUJITSU）,N
FMVS04001（FUJITSU）,N
FMVS04003（FUJITSU）,N
FMVS04004（FUJITSU）,N
FMVS04005（FUJITSU）,N
FMVS06001（FUJITSU）,N
FMVS06003（FUJITSU）,N
FMVS09001（FUJITSU）,N
FMVT04002（FUJITSU）,N
FMVT05004（FUJITSU）,N
FMVU08001（FUJITSU）,N
FMVU09001（FUJITSU）,N
FMVU14003（FUJITSU）,N
FRIC5（TOSHIBA）,D
H110M-SI01（MouseComputer/7Pro64）,D
HP Compaq 6000 Pro SFF PC（Hewlett-Packard）,D
HP Compaq Elite 8300 CMT（Hewlett-Packard）,D
HP Compaq Elite 8300 SFF（Hewlett-Packard）,D
HP Compaq Pro 6300 SFF（Hewlett-Packard）,D
HP Desktop Pro A G2（HP）,D
HP EliteBook 830 G5（HP）,N
HP EliteBook 830 G6（HP）,N
HP EliteBook 8570w（Hewlett-Packard）,N
HP EliteBook x360 1020 G2（HP）,N
HP EliteBook x360 1030 G2（HP）,N
HP EliteBook x360 1030 G3（HP）,N
HP EliteDesk 800 G1 SFF（Hewlett-Packard）,D
HP EliteDesk 800 G1 TWR（Hewlett-Packard）,D
HP EliteDesk 800 G2 SFF（HP）,D
HP EliteDesk 800 G4 TWR（HP）,D
HP ProBook 450 G1（Hewlett-Packard）,N
HP ProBook 450 G5（HP）,N
HP ProBook 4515s（Hewlett-Packard）,N
HP ProBook 650 G4（HP）,N
HP ProBook 6560b（Hewlett-Packard）,N
HP ProDesk 400 G1 DM（Hewlett-Packard）,D
HP ProDesk 400 G3 DM (Japan)（HP）,D
HP ProDesk 400 G4 DM (Japan)（HP）,D
HP ProDesk 400 G4 SFF（HP）,D
HP ProDesk 400 G5 SFF（HP）,D
HP ProDesk 400 G6 SFF（HP）,D
HP ProDesk 600 G1 SFF（Hewlett-Packard）,D
HP ProDesk 600 G2 SFF（HP）,D
HP ProDesk 600 G3 SFF（HP）,D
HP ProDesk 600 G4 SFF（HP）,D
HP ProDesk 600 G5 SFF（HP）,D
HP x2 210 G2（HP）,N
HP xw4400 Workstation（Hewlett-Packard）,D
HP xw6600 Workstation（Hewlett-Packard）,D
HP Z2 Mini G3 Workstation（HP）,D
HP Z2 SFF G4 Workstation（HP）,D
HP Z2 Tower G4 Workstation（HP）,D
HP Z200 SFF Workstation（Hewlett-Packard）,D
HP Z220 SFF Workstation（Hewlett-Packard）,D
HP Z230 SFF Workstation（Hewlett-Packard）,D
HP Z230 Tower Workstation（Hewlett-Packard）,D
HP Z240 SFF Workstation（HP）,D
HP Z240 Tower Workstation（HP）,D
HP Z400 Workstation（Hewlett-Packard）,D
HP Z420 Workstation（Hewlett-Packard）,D
HP Z440 Workstation（Hewlett-Packard）,D
HP Z8 G4 Workstation（HP）,D
HP Z800 Workstation（Hewlett-Packard）,D
HP Z840 Workstation（Hewlett-Packard）,D
HP ZBook 14 G2（Hewlett-Packard）,N
HP ZBook 14（Hewlett-Packard）,N
HP ZBook 14u G5（HP）,N
HP ZBook 14u G6（HP）,N
HP ZBook 15 G2（Hewlett-Packard）,N
HP ZBook 15 G3（HP）,N
HP ZBook Studio G4（HP）,N
HP ZBook Studio G5（HP）,N
Inspiron 7590（Dell Inc.）,N
Latitude 3301（Dell Inc.）,N
Latitude 3400（Dell Inc.）,N
MPro-S276（MouseComputer/7P64DG）,D
ONKYODSPC（ONKYODS）,D
OptiPlex 170L（Dell Computer Corporation）,D
OptiPlex 7010（Dell Inc.）,D
OptiPlex 9010（Dell Inc.）,D
OptiPlex 9020（Dell Inc.）,D
OptiPlex XE2（Dell Inc.）,D
Parallels Virtual Platform（Parallels Software International Inc.）,D
PC-GN174Z2G3（NEC）,N
PC-GN256W1G7（NEC）,N
PC-MK25MBZCC（NEC）,D
PC-MK25MEZNC（NEC）,D
PC-MK28HEZND（NEC）,D
PC-MK29MLZD1FJG（NEC）,D
PC-MK31MBZCE（NEC）,D
PC-MK32MBZCH（NEC）,D
PC-MK32MEZCB（NEC）,D
PC-MK33MBZDJ（NEC）,D
PC-MK33MBZDK（NEC）,D
PC-MK33MBZDM（NEC）,D
PC-MK33MBZDN（NEC）,D
PC-MK33MBZNJ（NEC）,D
PC-MK33MBZNM（NEC）,D
PC-MK34HEZGT（NEC）,D
PC-MK34HEZGU（NEC）,D
PC-MK34HEZNF（NEC）,D
PC-MK34LLZD1FSH（NEC）,D
PC-MK36HBZNM（NEC）,D
PC-MK36HEZNK（NEC）,D
PC-MK36HEZNM（NEC）,D
PC-MK36HEZNN（NEC）,D
PC-MKH30BZG5（NEC）,D
PC-MKH30EZG5（NEC）,D
PC-MKH30EZG6（NEC）,D
PC-MKH32EZG4（NEC）,D
PC-VJ11CSQGU（NEC）,N
PC-VJ16TGSDH（NEC）,N
PC-VK11CSQGT（NEC）,N
PC-VK17HBBCE（NEC）,N
PC-VK17TGSDJ（NEC）,N
PC-VK19SGJDBLEF（NEC）,N
PC-VK22TGGGS（NEC）,N
PC-VK22TGSDL（NEC）,N
PC-VK23RBZDT（NEC）,N
PC-VK23RBZGU（NEC）,N
PC-VK23RBZNP（NEC）,N
PC-VK23RBZNR（NEC）,N
PC-VK23TGVGU（NEC）,N
PC-VK23TGWGU（NEC）,N
PC-VK24MMZGU（NEC）,N
PC-VK25MXZCC（NEC）,N
PC-VK25MXZCD（NEC）,N
PC-VK25MXZND（NEC）,N
PC-VK26MCZCH（NEC）,N
PC-VK26MCZNH（NEC）,N
PC-VK26MXZCE（NEC）,N
PC-VK26MXZCH（NEC）,N
PC-VK26TXZDM（NEC）,N
PC-VK26TXZDN（NEC）,N
PC-VK27MBZCG（NEC）,N
PC-VK27MCZDJ（NEC）,N
PC-VK27MCZDK（NEC）,N
PC-VK27MCZDM（NEC）,N
PC-VK27MCZNM（NEC）,N
PC-VK27MXZDJ（NEC）,N
PC-VK27MXZDK（NEC）,N
PC-VK29HDZNH（NEC）,N
PC-VKH19XZG2（NEC）,N
PC-VKM17BZG4（NEC）,N
PC-VKM17DZG4（NEC）,N
PC-VKM24BZG1（NEC）,N
PC-VKT12HZG3（NEC）,N
PC-VKT13HZG4（NEC）,N
PC-VKT13HZG5（NEC）,N
PC-VKV18GZG6（NEC）,N
PC-VKX6XT1GR（NEC）,N
PN-ZP20（SHARP Corporation）,D
Precision 3630 Tower（Dell Inc.）,D
Precision T3610（Dell Inc.）,D
Precision T7600（Dell Inc.）,D
Surface Book 2（Microsoft Corporation）,N
Surface Book（Microsoft Corporation）,N
Surface Go（Microsoft Corporation）,N
Surface Pro 2（Microsoft Corporation）,N
Surface Pro 4（Microsoft Corporation）,N
Surface Pro 6（Microsoft Corporation）,N
Surface Pro 7（Microsoft Corporation）,N
Surface Pro（Microsoft Corporation）,N
System Product Name（System manufacturer）,D
Veriton N2620G（Acer）,D
Veriton X480（Acer）,D
Virtual Machine（Microsoft Corporation）,D
VJP132（VAIO Corporation）,N
VJPB11（VAIO Corporation）,N
VJPF11（VAIO Corporation）,N
VJPG11（VAIO Corporation）,N
VJPG11C11N（VAIO Corporation）,N
VJPJ11C11N（VAIO Corporation）,N
VJPK11C11N（VAIO Corporation）,N
VJS131（VAIO Corporation）,N
"VMware Virtual Platform（VMware, Inc.）",D
"VMware7,1（VMware, Inc.）",D
Vostro 7590（Dell Inc.）,N
VPCF24AJ（Sony Corporation）,N
X9DAi（Supermicro）,D
X9DR3-F（Supermicro）,D
XPS 13 9350（Dell Inc.）,N
